brand,Marque,Year,model,modèle,terrain,terrain_fr,cushioning,cushioning_fr,Category,Catégorie,Foot strike,type de foulée,drop_mm,drop_mm,stack_mm,stack_mm_fr,Stack forefoot_mm,Stack avant-pied -mm,weight,poids,Heel rigidity (1–5),Rigidité talon (1–5),Torsional rigidity (1–5),Rigidité torsionnelle (1–5),Wide forefoot_mm,Largeur avant-pied_mm,Midfoot width_mm,Largeur médio-pied_mm,Heel width_mm,Largeur talon_mm,Internal heel high_mm,Hauteur talon interne_mm,Foam type,Type de mousse,Energy return (1–5),Retour d’énergie (1–5),Rocker type,Type de rocker,Longitudinal flexibility (N),Flexibilité longitudinale (N),Torsional flexibility (N),Flexibilité torsionnelle (N),Fit width (subjective),Largeur chaussant (subjectif),stability,stabilité,notes,notes_fr,Price,prix,link 1,link 2,link 3,image_url
Brooks,Brooks,,Revel 7,Revel 7,"Road, Daily running","Route,Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,8",10,32,32,"22,2","22,2",258,258,4,4,4,4,74.7,74.7,"95,4","95,4",,,32,32,DNA LOFT v2,DNA LOFT v2,3,3,No rocker,Pas de rocker,"15,8","15,8",,,Medium,Moyen,Neutral,Neutre,"Lightweight versatile trainer with soft cushioning, suitable for running and casual wear.","Chaussure polyvalente légère avec amorti souple, adaptée pour running et port casual.",,,https://amzn.to/4ihaJmt,https://chk.me/TdNLPLX,,https://product-cdn-frz.alltricks.com/large/772/975772/2975772/6559675
Hoka,Hoka,,Clifton 9,Clifton 9,"Road, Daily training","Route, Entraînement quotidien",Soft,Souple,Neutral,Neutre,"Heel, Midfoot, Forefoot","Talon, Médio-pied, Avant-pied","6,1",5,"32,7",32,"26,6",27,249,247,5,5,4,4,"68,9","68,9","92,2","92,2",96,96,"32,7",32,ProFly+ (compression-molded EVA),ProFly+ (EVA moulée par compression),2,2,"Yes, early-stage Meta-rocker","Oui, Meta-rocker phase précoce","17,7","17,7",,,Narrow,Étroit,Neutral with J-Frame,Neutre avec J-Frame,Lightweight maximalist daily trainer,Entraîneur maximaliste léger quotidien,,,https://amzn.to/48eYzG0,https://chk.me/Skw4OHl,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2593991-chaussures_running_hoka_clifton_9_gtx_noir_homme?suggestion=1&search_term=Clifton%209,https://product-cdn-frz.alltricks.com/large/725/519725/2519725/5105809
Hoka,Hoka,,Mach 6,Mach 6,"Road, Daily running","Route,Course quotidienne",Balanced,Équilibré,Neutral,Neutre,"Heel, Midfoot, Forefoot","Talon, Médio-pied, Avant-pied","9,6",5,36,37,"26,4",32,232,232,4,4,4,4,"70,1","70,1",95.5,95.5,,,36,37,supercritical EVA,EVA supercritique,4,4,"Yes, early-stage Meta-Rocke","Oui, Meta-Rocker phase précoce","13,7","13,7",,,Medium,Moyen,Neutral,Neutral,"Lightweight tempo trainer with responsive ride, ideal for daily training and faster workouts.","Chaussure de tempo légère avec ride réactive, idéale pour entraînement quotidien et séances rapides.",,,https://amzn.to/3LTOEOJ,https://chk.me/4EKazZH,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3088721-chaussures_running_hoka_mach_6_noir_homme?suggestion=1&search_term=Mach%206,https://m.media-amazon.com/images/I/71JI3Hiyx6L._AC_SX575_.jpg
Hoka,Hoka,,Clifton 10,Clifton 10,"Road, Daily training","Route, Entraînement quotidien",Soft,Souple,Neutral,Neutre,Heel,Talon,"12,4",8,"44,4",42,32,34,275,277,3,3,5,5,"73,1","73,1",97.2,97.2,"94,5","94,5","44,4",42,Compression-Molded EVA,EVA Moulé par Compression,3,3,"Yes, early-stage Meta-rocker","Oui, Meta-rocker phase précoce",14.7,14.7,,,Medium,Moyen,Neutral with J-Frame,Neutre avec J-Frame,"Lightweight balanced daily trainer, improved comfort and smoother ride than previous version","Chaussure d'entraînement quotidien équilibrée et légère, confort amélioré et foulée plus fluide que la version précédente.",,,https://amzn.to/4rejAcy,https://chk.me/0zc2E5v,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2947872-chaussures_running_hoka_clifton_10_noir_homme?suggestion=1&search_term=Clifton%2010,https://m.media-amazon.com/images/I/61Eo-r+c8+L._AC_SY575_.jpg
Hoka,Hoka,,Bondi 9,Bondi 9,"Road, Daily running","Route,Course quotidienne","Maximum, Soft",Souple,Neutral,Neutre,"Heel, Midfoot, Forefoot","Talon, Médio-pied, Avant-pied","9,1",5,"41,3",43,"32,2",38,303,297,3,3,4,4,"72,5","72,5",94.1,94.1,"104,2","104,2",41.3,43,Compression-Molded EVA,EVA Moulé par Compression,2,2,"Yes, early-stage Meta-rocker","Oui, Meta-rocker phase précoce","16,5","16,5",,,Medium,Moyen,"Neutral, Inherent stability from wide base","Neutre, Stabilité inhérente de la base large","Maximum cushion daily trainer, very soft, best for easy miles and recovery.","Chaussure d'entraînement quotidien à amorti max, très souple, idéal pour les footings légers et la récupération.",,,https://amzn.to/48bLdu5,https://chk.me/isx1ZPX,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2943739-chaussures_running_hoka_bondi_9_large_noir_homme?suggestion=1&search_term=Bondi%209,https://product-cdn-frz.alltricks.com/large/15/926015/2926015/6267682
Hoka,Hoka,,Bondi 8,Bondi 8,"Road, Daily running","Route,Course quotidienne","Maximum, Soft",Souple,Neutral,Neutre,"Midfoot, Forefoot","Médio-pied, Avant-pied","6,2",4,"36,2",39,30,35,311,311,3,3,4,4,"69,2","69,2","92,2","92,2",,,"36,2",39,Compression-Molded EVA,EVA Moulé par Compression,2,2,"Yes, Early-Stage Meta-Rocker","Oui, Meta-Rocker Phase Précoce","17,7","17,7",,,Narrow,Étroit,"Neutral, inherent stability from wide base","Neutre, stabilité inhérente de la base large","Maximum cushion daily trainer. Softest ride. Best for easy miles, recovery, and high comfort needs","Chaussure quotidienne à amorti max. Rides la plus souple. Idéal pour footings légers, récupération et grand confort.",,,https://amzn.to/48vItsT,https://chk.me/PPSDMO3,,https://m.media-amazon.com/images/I/51G7j3AQxBL._AC_SY575_.jpg
Hoka,Hoka,,Arahi 7,Arahi 7,"Road, Daily running","Route,Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,Mid/forefoot,Médio/avant-pied,"6,3",5,"34,2",34,"27,9",29,266,272,5,5,5,5,70,70,"93,5","93,5",,,"34,2",34,Compression-Molded EVA,EVA Moulé par Compression,3,3,"Yes, Early-Stage Meta-Rocker","Oui, Meta-Rocker Phase Précoce",17.8,17.8,,,Medium,Moyen,Stability with J-Frame technology,Stabilité avec technologie J-Frame,"Lightweight stability trainer with J-Frame support, ideal for overpronation and daily runs.","Chaussure de stabilité légère avec support J-Frame, idéale pour surpronation et sorties quotidiennes",,,https://amzn.to/3Kk5K7V,https://chk.me/rwMmdXZ,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2947830-chaussures_running_hoka_arahi_7_bleu_homme?suggestion=1&search_term=Arahi%207,https://m.media-amazon.com/images/I/51R0GRQPcoL._AC_SX575_.jpg
Hoka,Hoka,,Skyflow,Skyflow,"Road, Daily running","Route,Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,7",5,"39,3",39,"30,6",34,282,283,4,4,4,4,69.5,69.5,"94,3","94,3",,,"39,3",39,Super-critical EVA foam / “enhanced midsole”,Mousse EVA super-critique / « midsole améliorée,"3,4","3,4",No rocker,Pas de rocker,"18,7","18,7",,,Medium,Moyen,boost stability.,boost stability.,Stable and well-cushioned daily trainer with smooth rocker and slight heaviness.,Chaussure stable et bien amortie avec rocker fluide et légèrement lourde.,,,https://amzn.to/4ihk9yb,https://www.hoka.com/fr/fr/route-hommes/skyflow/1155111.html,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3088769-chaussures_running_hoka_skyflow_bleu_homme?suggestion=1&search_term=Skyflow,https://dms.deckers.com/hoka/image/upload/t_slider-grid-tile-wp/v1755070919/1155111-NRS_1.png?_s=RAABAB0
Hoka,Hoka,,Cielo X1,Cielo X1,"Road,Competition, Tempo","Route,Compétition, Tempo","Soft,Moderate","Souple, Modéré",Neutral,Neutre,"Heel, Midfoot, Forefoot","Talon, Médio-pied, Avant-pied","9,5",7,"39,8",39,"30,3",32,249,264,2,2,5,5,"70,9","70,9",93,93,,,"39,8",39,Profly X,Profly X,4,4,"Yes, aggressive Meta-Rocker","Oui, Meta-Rocker agressif",19.3,19.3,,,Medium,Moyen,Neutral with J-Frame,Neutre avec J-Frame,Lightweight racing shoe with Profly X foam and aggressive rocker for tempo runs and races.,Chaussure de course légère avec mousse Profly X et rocker agressif pour tempo et compétitions.,,,https://amzn.to/47UQlEc,https://chk.me/NBQtlwB,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2943742-chaussures_running_hoka_cielo_x1_2_0_bleu_unisexe?suggestion=1&search_term=Cielo%20X1,https://product-cdn-frz.alltricks.com/large/505/821505/2821505/5902982
Merrell,Merrell,,Agility Peak 5,Agility Peak 5,Moderate Technical,Technique modérée,"Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,Heel,Talon,"13,4",6,"39,2",39,"25,8",33,289,300,4,4,5,5,"70,4","70,4","93,7","93,7",,,"39,2","39,2",FloatPro Foam,Mousse FloatPro,3,3,No rocker,Pas de rocker,"16,8","16,8",,,Medium to wide,Moyen à large,Neutral with trail outsole,Neutre avec semelle trail,"Versatile trail runner with protective cushioning, suitable for various trail conditions.","Chaussure de trail polyvalente avec amorti protecteur, adaptée à diverses conditions de sentier.",,,https://amzn.to/4ihrOMV,https://chk.me/u0vIOJh,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3143960-chaussures_trail_merrell_agility_peak_5_noir_homme?suggestion=1&search_term=Agility%20Peak%205,https://m.media-amazon.com/images/I/71TEVdwHLJL._AC_SY575_.jpg
New Balance,New Balance,,Fresh Foam X 1080v13,Fresh Foam X 1080v13,"Road, Daily training","Route, Entraînement quotidien",Ultra-soft,Ultra-souple,Neutral,Neutre,"Midfoot, Forefoot","Médio-pied, Avant-pied","5,6",6,"34,1",37,"28,5",31,264,261,4,4,2,2,"77,9","77,9",,,,,"34,1",37,"Fresh Foam X (reformulated, lighter)","Fresh Foam X (reformulé, plus léger)",2,2,"Yes, enhanced rocker","Oui, rocker amélioré","13,1","13,1",,,Medium to wide,Moyen à large,Neutral with wide base,Neutre avec base large,Softest plush max-cushion trainer,Entraîneur max-amorti le plus souple,,,https://amzn.to/4i0elcx,https://kikourvite.fr/boutique/fresh-foam-x-1080-v13-white-avec-black-et-coastal-blue-men,,https://www.cotecourt-tennis.fr/189868-thickbox_default/chaussures-running-new-balance-homme-1080-v13-gris-blanc-vert-ah-2024.jpg
New Balance,New Balance,,Fresh Foam X 1080v14,Fresh Foam X 1080v14,"Road, Daily training","Route, Entraînement quotidien","Soft,Moderate","Souple, Modéré",Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","4,2",6,37,38,"32,8",32,285,298,4,4,4,4,69.8,69.8,95.4,95.4,,,37,38,Fresh Foam X (updated formulation),Fresh Foam X (formulation mise à jour),3,3,"Yes, enhanced rocker","Oui, rocker amélioré","15,8","15,8",,,Medium to wide,Moyen à large,Neutral with wide base,Neutre avec base large,"Updated max cushion trainer with improved Fresh Foam X, lighter and smoother than v13.","Chaussure à amorti max mise à jour avec Fresh Foam X amélioré, plus légère et fluide que v13.",,,https://amzn.to/4pifWgd,https://chk.me/PR6lv9O,,https://m.media-amazon.com/images/I/71ymW5Pi5PL._AC_SY575_.jpg
New Balance,New Balance,,Fresh Foam X More v5,Fresh Foam X More v5,"Road, Daily training","Route, Entraînement quotidien","Maximum, Ultra-soft","Maximum, Ultra-souple",Neutral,Neutre,"Midfoot, Forefoot","Médio-pied, Avant-pied","7,8",4,"42,1",43,"34,3",39,308,308,4,4,4,4,"70,7","70,7","93,2","93,2",,,42.1,43,Fresh Foam X,Fresh Foam X,3,2,"Yes, Mild Rocker","Oui, Rocker Léger","18,1","18,1",,,Medium,Moyen,Neutral with wide base stability,Neutre avec stabilité de base large,"Maximum cushion daily trainer with ultra-soft Fresh Foam X, very comfortable for long runs and recovery. Higher stack height than previous versio","Chaussure d'entraînement quotidien à amorti max avec Fresh Foam X ultra-souple, très confortable pour les longues sorties et la récupération. Hauteur de stack plus élevée que la version précédente",,,https://amzn.to/4r0UmOV,https://chk.me/FBcK48E,,https://m.media-amazon.com/images/I/51BIvWyJxOL._AC_SY575_.jpg
New Balance,New Balance,,FuelCell SuperComp Elite v4,FuelCell SuperComp Elite v4,"Road,Competition","Route,Compétition",Soft,Souple,Neutral,Neutre,"Heel, Midfoot, Forefoot","Talon, Médio-pied, Avant-pied","9,3",4,"38,2",40,"28,9",36,232,230,2,2,4,4,"78,4","78,4",96.0,96.0,,,"38,2",40,FuelCell,FuelCell,"4,5","4,5","Yes, aggressive carbon plate rocker","Oui, rocker plaque carbone agressif","18,4","18,4",,,Medium to wide,Moyen à large,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,Premium carbon plate racing shoe with high energy return and aggressive rocker for race day.,Chaussure de course plaque carbone haut de gamme avec retour d'énergie élevé et rocker agressif pour compétition.,,,https://amzn.to/3JWLxEY,https://www.alltricks.fr/F-11912-chaussures-running/P-2976300-chaussures_running_new_balance_tcs_london_marathon_fuelcell_supercomp_elite_v4_blanc_rouge_homme,,https://m.media-amazon.com/images/I/517Eb7WlhOL._AC_SY575_.jpg
New Balance,New Balance,,Fresh Foam More v4,Fresh Foam More v4,"Road, Daily running","Route, Course quotidienne",soft,souple,Neutral,Neutre,"Midfoot, Forefoot","Médio-pied, Avant-pied",4.6,4,"32,5",35,"27,9",31,301,301,2,2,2,2,74.4,74.4,97.4,97.4,,,"32,5",35,Fresh Foam X,Fresh Foam X,3,3,No rocker,Pas de rocker,"12,7","12,7",,,Narrow,Étroit,Neutral with wide base stability,Neutre avec stabilité de base large,"max-cushioned, soft, and stable daily trainer","Chaussure d’entraînement quotidienne, très amortie, douce et stable",,,https://top4running.fr/p/new-balance-fresh-foam-x-more-v4-mmorwt4,,,https://i1.t4s.cz/products/mmorwt4/new-balance-fresh-foam-x-more-v4-524471-mmorwt4.jpeg
New Balance,New Balance,,Fresh Foam X Vongo v6,Fresh Foam X Vongo v6,"Road, Daily running","Route, Course quotidienne",soft,souple,Neutral,Neutre,"Midfoot, Forefoot","Médio-pied, Avant-pied","3,3",4,"41,8",44,"38,5",40,302,302,3,3,3,3,"71,3","71,3","93,5","93,5",,,"41,8",44,EVA Foam,EVA Foam,"3,5","3,5",No rocker,Pas de rocker,"17,7","17,7",,,Medium,Moyen,Neutral with wide base stability,Neutre avec stabilité de base large,"max-cushioned, soft, and stable daily trainer","Chaussure d’entraînement quotidienne, très amortie, douce et stable",,,https://amzn.to/48h4BHm,https://www.alltricks.fr/F-11912-chaussures-running/P-2976319-chaussures_running_new_balance_fresh_foam_x_vongo_v6_blanc_homme?suggestion=1&search_term=new%20balance%20Fresh%20Foam%20X%20Vongo%20v6,,https://m.media-amazon.com/images/I/61Wx+42rvSL._AC_SY575_.jpg
New Balance,New Balance,,Fresh Foam X Kaiha Road,Fresh Foam X Kaiha Road,"Road, Daily running","Route, Course quotidienne",soft,souple,Neutral,Neutre,"Midfoot, Forefoot","Médio-pied, Avant-pied","3,8",4,"35,8",,32,,281,300,3,3,5,5,"78,6","78,6",,,,,"35,8",,Fresh Foam X,Fresh Foam X,3,3,"Yes, Mild Rocker","Oui, Rocker Léger","17,5","17,5",,,Medium,Moyen,Neutral,Neutre,"Versatile daily trainer with Fresh Foam X cushioning, comfortable for everyday running.","Chaussure quotidienne polyvalente avec amorti Fresh Foam X, confortable pour running quotidien.",,,https://amzn.to/3Xx6ycy,https://chk.me/smwoAlI,,https://m.media-amazon.com/images/I/61K63xhCAQL._AC_SY575_.jpg
New Balance,New Balance,,Fresh Foam X Hierro v9,Fresh Foam X Hierro v9,"Trail,Light","Sentier,Léger",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"4,2",4,"37,3",33,"33,1",29,309,297,3,3,5,5,"96,7","96,7",,,,,"35,6",35,Fresh Foam X,Fresh Foam X,3,3,No rocker,Pas de rocker,"32,2","32,2",,,Medium to wide,Moyen à large,Neutral with trail outsole,Neutre avec semelle trail,"Versatile trail runner with Fresh Foam X cushioning, suitable for various trail conditions.","Chaussure de trail polyvalente avec amorti Fresh Foam X, adaptée à diverses conditions de sentier",,,https://amzn.to/3JBIUbN,https://www.i-run.fr/chaussures_homme/Trail_c15/New-Balance_m5/New-Balance-Fresh-Foam-X-Hierro-V9-Gore-Tex_New-Balance_fiche_145331.html,,https://m.media-amazon.com/images/I/51FTI-6iO+L._AC_SY575_.jpg
New Balance,New Balance,,FuelCell Rebel v5,FuelCell Rebel v5,"Road, Daily running, Tempo","Route, Course quotidienne, Tempo",soft,souple,Neutral,Neutre,"Midfoot, Forefoot","Médio-pied, Avant-pied","6,3",6,33,35,"26,7",29,220,225,3,3,2,2,75.0,75.0,96.1,96.1,,,33,35,FuelCell,FuelCell,4,4,"Yes, mild rocker","Oui, rocker léger","11,7","11,7",,,Medium,Moyen,Neutral,Neutre,"Lightweight tempo trainer with responsive FuelCell foam, ideal for speedwork and daily training.","Chaussure de tempo légère avec mousse FuelCell réactive, idéale pour séances de vitesse et entraînement quotidien.",,,https://amzn.to/483w9id,https://chk.me/LjSwYa1,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208716&url=https%3A%2F%2Fwww.alltricks.fr%2FF-11912-chaussures-running%2FP-3075350-chaussures_running_new_balance_fuelcell_rebel_v5_rouge_femme,https://m.media-amazon.com/images/I/71C8N4P6ScL._AC_SY575_.jpg
Nike,Nike,,Pegasus 41,Pegasus 41,"Road, Daily training","Route, Entraînement quotidien",Moderate,Modéré,Neutral,Neutre,"Heel, Midfoot","Talon, Médio-pied","11,4",10,"33,6",37,"22,2",27,281,297,4,4,2,2,"72,9","72,9","94,6","94,6",,,"33,6",37,ReactX (nitrogen-infused) + Air Zoom,ReactX (infusé azote) + Air Zoom,3,3,"Yes, large heel bevel, forefoot rocker","Oui, grand biseau talon, rocker avant-pied","9,4","9,4",,,"Medium, wider than previous versions","Moyen, plus large que versions précédentes",Neutral with sidewalls,Neutre avec parois latérales,"Versatile daily trainer, best Pegasus","Entraîneur quotidien polyvalent, meilleur Pegasus",,,https://amzn.to/3JUozyy,https://chk.me/yhdaKv1,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2979614-chaussures_running_nike_pegasus_41_gris_rouge_homme?suggestion=1&search_term=Pegasus%2041,https://product-cdn-frz.alltricks.com/large/983/937983/2937983/6461994
Nike,Nike,,Alphafly next 3,Alphafly 3,"Road,Competition","Route,Compétition",soft,souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,5",8,"38,1",40,"29,6",32,201,198,1,1,4,4,"75,3","75,3","93,3","93,3",,,"38,1",40,"ZoomX, Air Zoom pods","ZoomX, coussins Air Zoom",5,5,"Yes, aggressive carbon plate rocker","Oui, rocker plaque carbone agressif","28,4","28,4",,,Medium,Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Elite racing shoe with carbon plate, Air Zoom pods and maximum energy return for race day.","Chaussure de course élite avec plaque carbone, coussins Air Zoom et retour d'énergie max pour compétition.",,,https://amzn.to/488j2wg,https://chk.me/mYiq5CE,,https://static.runnea.com/images/202310/nike-alphafly-3-zapatillas-running-400x400x90xX.jpg?1
Nike,Nike,,Vomero 18,Vomero 18,"Road, Daily training","Route, Entraînement quotidien",Moderate,Modéré,Neutral,Neutre,Heel,Talon,"13,9",10,"42,5",45,"28,6",35,298,325,3,3,4,4,"69,6","69,6",95.6,95.6,,,"42,5",45,"ZoomX, Cushlon ST, ReactX","ZoomX, Cushlon ST, ReactX",4,4,"Yes, Heel-to-Toe Rocker","Oui, Rocker Talon-Orteil",16,16,,,Medium,Moyen,Neutral with sidewalls,Neutre avec parois latérales,"Maximum cushion daily trainer with ZoomX foam, very comfortable for long runs and recovery. Improved from previous version with better energy return.","Chaussure d'entraînement quotidien à amorti max avec mousse ZoomX, très confortable pour les longues sorties et la récupération. Amélioration par rapport à la version précédente avec un meilleur retour d'énergie.",,,https://amzn.to/43KWkZL,https://chk.me/RqSZbrU,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3134022-chaussures_running_nike_vomero_18_gris_beige_homme?suggestion=1&search_term=Vomero%2018,https://m.media-amazon.com/images/I/71JT5bzYosL._AC_SX575_.jpg
